id,age,educational-num,hours-per-week,income,workclass,education,marital-status,occupation,relationship,race,gender,native-country
16419,42,9,30,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
3451,38,13,40,1,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
27812,28,10,26,0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
14509,34,9,80,0,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,United-States
29794,47,10,40,0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
1418,31,13,40,1,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
28857,48,9,45,0,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Male,United-States
4430,53,9,32,0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States
2138,46,9,28,0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States
21233,47,13,35,0,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States
20973,21,9,36,0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
11,30,13,40,1,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India
8739,43,9,60,0,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
6625,72,10,25,1,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
156,23,13,40,0,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
25367,23,10,60,0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
20817,55,9,40,1,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
18022,22,10,30,0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States
24225,29,12,45,0,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,Mexico
27598,24,10,54,0,Private,Some-college,Separated,Prof-specialty,Own-child,White,Male,United-States
21618,60,5,45,0,Private,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
16773,44,9,40,0,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States
14025,23,9,24,0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
15558,40,13,40,1,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
4831,56,9,40,0,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States
16151,46,9,40,1,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
2385,56,13,50,1,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
6989,33,9,60,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
25089,39,12,60,0,Private,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States
5205,30,13,50,0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Iran
27102,55,9,50,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
16087,40,9,48,0,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
29241,33,15,50,1,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
30800,41,9,40,0,Local-gov,HS-grad,Separated,Other-service,Unmarried,Black,Female,United-States
21017,33,9,65,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
24399,29,13,50,0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,Female,United-States
11689,26,9,48,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
13482,75,9,20,0,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
13862,45,13,40,1,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,India
7282,45,9,40,0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
17156,49,9,40,1,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
22402,53,16,40,1,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
26629,19,10,20,0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States
2232,45,9,40,0,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Male,United-States
17031,24,8,40,0,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
9189,25,13,35,0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
15491,19,9,40,0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States
25135,40,16,20,1,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
23637,46,13,50,0,Self-emp-inc,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Female,United-States
6079,23,8,30,0,Private,12th,Never-married,Other-service,Not-in-family,White,Female,United-States
16161,31,13,40,0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
6124,48,9,60,1,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
5889,39,13,20,1,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
14832,65,7,35,0,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
27577,42,9,40,1,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
30581,37,9,40,0,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States
10208,42,13,72,1,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,Philippines
31838,34,9,40,0,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,El-Salvador
9739,36,13,45,0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Other,Male,United-States
4094,21,6,36,0,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
20087,27,10,40,0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
4138,20,10,12,0,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Germany
17389,42,9,40,0,Private,HS-grad,Separated,Transport-moving,Other-relative,Black,Male,United-States
6534,23,13,20,0,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States
698,30,13,40,0,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,Poland
12812,58,10,39,0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
16616,37,9,47,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
5137,49,9,40,1,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
26773,24,9,40,0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,El-Salvador
5349,25,13,30,1,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
28653,22,10,40,0,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States
1270,47,13,45,0,Private,Bachelors,Never-married,Exec-managerial,Unmarried,Black,Female,United-States
16044,58,9,32,0,Private,HS-grad,Divorced,Sales,Other-relative,White,Female,United-States
14992,43,13,40,1,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
9337,27,10,40,0,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,United-States
14070,60,10,48,0,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,United-States
25116,29,10,42,0,Private,Some-college,Separated,Handlers-cleaners,Not-in-family,Black,Male,United-States
27942,27,13,55,1,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
20589,25,13,40,0,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
25914,51,14,50,1,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
9601,41,10,40,0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
14707,45,16,60,0,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
12148,33,9,20,1,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
30381,36,9,40,0,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
6886,56,4,40,0,Private,7th-8th,Divorced,Transport-moving,Unmarried,White,Male,United-States
27263,28,6,15,0,Private,10th,Never-married,Other-service,Unmarried,White,Female,United-States
13516,45,9,40,1,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
21660,34,9,40,0,State-gov,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States
18041,58,9,44,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
30176,43,11,25,0,Self-emp-not-inc,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
9264,17,8,12,0,Private,12th,Never-married,Other-service,Own-child,White,Male,United-States
29570,38,9,50,0,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States
12864,19,10,25,0,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
30554,22,10,35,0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
317,22,3,40,0,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,Mexico
17580,40,7,55,0,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
910,27,9,30,0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States
15855,30,12,40,0,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Female,United-States
3875,30,4,40,0,Private,7th-8th,Separated,Handlers-cleaners,Not-in-family,White,Male,United-States
13064,42,9,40,1,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States
28010,28,10,35,0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States
18068,39,10,50,1,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
4577,52,13,40,0,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
16088,54,10,60,0,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
9617,60,10,42,0,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Male,United-States
4570,58,9,27,0,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States
4452,25,13,40,0,Self-emp-inc,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,United-States
3598,25,9,35,0,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,United-States
26337,45,10,40,1,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
24993,49,9,50,1,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
10374,25,5,40,0,Private,9th,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,Vietnam
22420,34,10,45,1,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
21840,56,16,50,0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
3361,21,7,40,0,Private,11th,Never-married,Priv-house-serv,Other-relative,White,Female,Mexico
8533,34,13,55,0,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
26692,22,12,20,0,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,Black,Male,Jamaica
5795,35,13,40,0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
11157,37,9,80,1,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
21809,41,9,40,0,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States
26957,40,12,40,1,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
3236,41,9,40,0,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,Poland
24214,20,7,20,0,Private,11th,Never-married,Other-service,Own-child,Black,Male,United-States
1397,54,14,50,0,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States
22221,33,9,40,0,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,United-States
4327,46,11,48,1,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
2018,39,14,40,1,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Cuba
11584,53,13,55,1,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
25495,30,5,40,0,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,Mexico
12339,20,9,40,0,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States
7792,37,11,40,0,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,Japan
4551,25,9,40,0,State-gov,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
31883,27,10,34,0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States
23660,17,6,30,0,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,United-States
19546,28,7,30,0,Private,11th,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
28047,38,9,40,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
11535,42,6,35,0,Self-emp-not-inc,10th,Widowed,Transport-moving,Unmarried,White,Male,United-States
12705,40,9,40,0,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Other-relative,White,Male,United-States
23029,63,10,35,1,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
21039,34,9,40,0,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
6513,29,13,40,1,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
25456,54,16,50,1,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
29825,25,9,40,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
13379,25,13,40,0,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,United-States
26041,18,7,30,0,Private,11th,Never-married,Sales,Own-child,White,Female,United-States
18525,25,10,40,0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States
32086,53,7,40,0,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
20929,40,10,40,1,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,United-States
22906,47,14,40,1,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
25061,49,10,45,1,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
2032,34,11,40,0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
21001,19,7,10,0,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
1312,20,10,25,0,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
24201,52,9,56,1,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
32126,23,13,32,0,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
19979,37,10,40,0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
4539,57,14,50,1,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
6497,36,9,40,0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
16063,65,9,25,0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
18646,48,3,40,0,Private,5th-6th,Divorced,Machine-op-inspct,Unmarried,Other,Female,Dominican-Republic
1902,31,9,50,0,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States
9432,64,4,40,0,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
9442,35,14,48,0,Private,Masters,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
30128,34,13,50,0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
19953,29,11,50,0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
1140,19,10,20,0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
1451,60,7,40,0,Private,11th,Widowed,Transport-moving,Unmarried,Black,Male,United-States
14579,55,14,55,1,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
19947,34,9,50,0,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States
14779,39,14,38,1,State-gov,Masters,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,United-States
19306,49,9,40,0,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States
13145,19,10,40,0,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,United-States
483,41,9,40,0,Private,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Female,United-States
19403,21,9,40,0,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States
12207,33,14,40,1,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
24783,28,7,40,0,Private,11th,Never-married,Other-service,Not-in-family,Black,Female,Jamaica
8854,37,9,60,1,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
27798,44,10,42,0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States
8267,39,13,50,1,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
28141,41,9,48,0,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,United-States
5096,65,9,25,0,Local-gov,HS-grad,Widowed,Other-service,Unmarried,Black,Female,United-States
25358,32,13,40,0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
9354,49,14,40,0,Private,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,United-States
27200,39,13,40,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
22716,40,13,45,1,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
6369,56,10,40,1,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
18752,29,13,40,0,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,United-States
13517,37,12,55,0,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
10283,55,11,20,0,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
232,25,10,42,0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
18149,36,9,60,1,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
16166,51,9,50,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
656,70,5,15,0,Private,9th,Widowed,Prof-specialty,Unmarried,White,Female,United-States
31519,29,13,52,1,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Yugoslavia
1342,47,10,40,0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,United-States
5260,21,10,15,0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
26065,39,13,50,1,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
17572,22,11,37,0,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,United-States
3344,20,10,26,0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
2764,19,9,40,0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States
10532,54,9,40,0,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,United-States
3777,80,10,60,0,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
19719,52,9,40,0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States
21447,41,9,40,0,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
13740,18,7,15,0,Private,11th,Never-married,Other-service,Own-child,White,Male,United-States
27048,45,9,40,0,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
31119,28,10,40,0,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,United-States
16401,19,9,15,0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States
7696,40,10,47,1,Private,Some-college,Separated,Craft-repair,Unmarried,White,Male,United-States
22223,47,9,40,1,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,United-States
28611,29,11,50,0,Private,Assoc-voc,Divorced,Handlers-cleaners,Unmarried,White,Male,United-States
24684,40,13,40,0,Private,Bachelors,Widowed,Exec-managerial,Unmarried,White,Female,United-States
154,52,9,45,1,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
24266,56,4,26,0,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
24163,47,13,40,0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
18644,23,10,40,0,Federal-gov,Some-college,Never-married,Armed-Forces,Other-relative,White,Male,United-States
19005,45,13,40,1,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
3561,47,9,40,1,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
10103,20,10,40,0,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,Germany
14143,28,13,46,1,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
20402,26,9,40,0,Private,HS-grad,Separated,Exec-managerial,Own-child,White,Female,United-States
30512,28,10,46,0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States
31529,23,10,30,0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
8752,31,10,35,0,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
1590,65,10,16,0,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
23583,31,9,40,0,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14470,38,10,40,1,Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
26273,29,10,35,0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
9725,51,9,40,0,State-gov,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States
6946,26,10,42,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
8958,32,9,40,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
27939,51,10,50,1,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
3737,18,7,30,0,Private,11th,Never-married,Other-service,Other-relative,Black,Male,United-States
24243,21,9,40,0,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States
29074,26,9,40,0,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,United-States
26516,43,9,60,0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Nicaragua
12281,55,9,40,0,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States
7947,17,6,10,0,Private,10th,Never-married,Tech-support,Own-child,White,Male,United-States
22400,26,9,37,0,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,United-States
29811,58,10,40,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
12657,41,9,48,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
14783,36,11,48,0,Self-emp-not-inc,Assoc-voc,Separated,Exec-managerial,Not-in-family,White,Male,United-States
4984,27,9,40,0,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,United-States
2048,28,9,42,1,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
21748,38,9,40,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,Puerto-Rico
24875,69,9,40,0,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
18476,34,9,45,0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States
5498,43,13,40,0,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Female,United-States
7937,19,10,16,0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
6489,21,9,40,0,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States
15698,32,14,40,0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India
18938,44,10,60,1,Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,United-States
20019,61,11,40,0,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
17596,55,9,40,0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
21878,37,10,50,0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States
12743,49,9,40,0,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States
6667,36,14,40,0,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
13689,40,9,38,0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
19469,38,9,25,0,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States
9927,18,7,20,0,Private,11th,Never-married,Prof-specialty,Other-relative,White,Female,United-States
23547,41,9,40,0,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,United-States
9162,34,13,40,0,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
21889,42,10,40,0,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States
25688,50,9,40,0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
23914,73,5,9,0,Private,9th,Widowed,Other-service,Unmarried,White,Female,United-States
24695,41,9,45,1,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
29295,51,14,40,0,Local-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
9489,46,9,65,0,Private,HS-grad,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,United-States
6636,54,9,65,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
18150,21,10,45,0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
9913,25,10,38,0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
730,23,10,24,0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States
3817,51,14,50,1,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
8759,28,9,60,0,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States
6333,34,10,40,0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States
32253,42,13,35,0,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Own-child,White,Male,United-States
24937,44,13,40,1,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
11130,29,9,40,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Ecuador
6272,31,10,30,0,Private,Some-college,Divorced,Sales,Own-child,White,Female,United-States
21826,51,10,45,1,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
14880,18,10,15,0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
