ID,Percentage,Category
2506,0.6665956,FP
2507,0.49296072,FN
2508,0.73274505,TP
2509,0.21707365,TN
2510,0.2371116,TN
2511,0.6597701,TP
2512,0.3389325,TN
2513,0.28112596,TN
2514,0.69201297,TP
2515,0.30316827,TN
2516,0.44727606,FN
2517,0.6318943,TP
2518,0.81763005,TP
2519,0.47121876,TN
2520,0.71345896,TP
2521,0.42381305,TN
2522,0.21218461,TN
2523,0.26953447,TN
2524,0.22350077,TN
2525,0.45116252,TN
2526,0.3336338,TN
2527,0.7054499,TP
2528,0.71127075,TP
2529,0.6393695,TP
2530,0.67081434,TP
2531,0.5257802,TP
2532,0.7076432,TP
2533,0.13148487,TN
2534,0.7448098,TP
2535,0.22069053,TN
2536,0.8312986,TP
2537,0.37052542,TN
2538,0.34955475,TN
2539,0.387645,TN
2540,0.79562646,TP
2541,0.29019773,TN
2542,0.27638054,TN
2543,0.45629442,TN
2544,0.4971337,TN
2545,0.6642167,FP
2546,0.6979771,TP
2547,0.55169266,FP
2548,0.76081735,FP
2549,0.5580362,FP
2550,0.84107006,TP
2551,0.7464528,TP
2552,0.7016764,FP
2553,0.56376773,TP
2554,0.43601727,FN
2555,0.74482626,TP
2556,0.3440637,FN
2557,0.34001747,TN
2558,0.18143253,TN
2559,0.4953919,TN
2560,0.10744686,TN
2561,0.79054004,TP
2562,0.5069791,FP
2563,0.6733944,TP
2564,0.14155321,TN
2565,0.87973475,FP
2566,0.7762362,TP
2567,0.7174608,TP
2568,0.31954595,TN
2569,0.29471254,TN
2570,0.75875366,TP
2571,0.27753624,TN
2572,0.78800285,FP
2573,0.7980231,TP
2574,0.6277227,TP
2575,0.7110499,TP
2576,0.5162514,TP
2577,0.1540632,TN
2578,0.36231244,TN
2579,0.61424047,TP
2580,0.44289684,FN
2581,0.7499486,TP
2582,0.19047639,TN
2583,0.17892127,TN
2584,0.17941882,TN
2585,0.7012342,TP
2586,0.6640513,TP
2587,0.52523226,FP
2588,0.14379212,TN
2589,0.75895095,TP
2590,0.3372986,TN
2591,0.6341533,FP
2592,0.06774224,FN
2593,0.6387845,TP
2594,0.8218574,TP
2595,0.43296042,FN
2596,0.7452066,FP
2597,0.38293585,TN
2598,0.67945564,TP
2599,0.69165605,TP
2600,0.10195962,TN
2601,0.57180107,FP
2602,0.19407727,TN
2603,0.23679064,TN
2604,0.7288976,TP
2605,0.72299594,TP
2606,0.796798,TP
2607,0.39185303,FN
2608,0.7918106,TP
2609,0.5147539,TP
2610,0.67879534,TP
2611,0.65153086,FP
2612,0.21870886,TN
2613,0.58709586,TP
2614,0.368372,FN
2615,0.5898238,TP
2616,0.26404226,TN
2617,0.43297592,TN
2618,0.65853703,TP
2619,0.26353562,TN
2620,0.6483738,FP
2621,0.116253644,TN
2622,0.8084847,TP
2623,0.54443413,FP
2624,0.53718054,TP
2625,0.52619314,FP
2626,0.38220787,TN
2627,0.25794488,TN
2628,0.7518431,TP
2629,0.63877493,FP
2630,0.7977876,FP
2631,0.49900907,TN
2632,0.21689329,TN
2633,0.25538725,TN
2634,0.43882447,FN
2635,0.60434103,FP
2636,0.30860433,TN
2637,0.39710826,FN
2638,0.29085892,TN
2639,0.45161986,TN
2640,0.4834645,TN
2641,0.3054405,FN
2642,0.20331556,TN
2643,0.35785004,TN
2644,0.5514126,FP
2645,0.8299966,TP
2646,0.86570287,TP
2647,0.76547545,TP
2648,0.8118654,FP
2649,0.7358136,TP
2650,0.23137087,TN
2651,0.4350546,TN
2652,0.109492674,FN
2653,0.7207758,TP
2654,0.76333296,FP
2655,0.33354244,TN
2656,0.2326092,TN
2657,0.28577098,TN
2658,0.1938922,TN
2659,0.59249705,FP
2660,0.37575704,TN
2661,0.69519836,FP
2662,0.1660042,TN
2663,0.7507087,TP
2664,0.6779931,TP
2665,0.5182335,FP
2666,0.8400398,TP
2667,0.32571024,TN
2668,0.59946257,TP
2669,0.80425423,TP
2670,0.111685194,TN
2671,0.40191972,TN
2672,0.52519053,TP
2673,0.7040948,TP
2674,0.62610495,FP
2675,0.50569665,TP
2676,0.33699423,TN
2677,0.8585252,TP
2678,0.49448,TN
2679,0.6077523,TP
2680,0.23544067,FN
2681,0.7882916,TP
2682,0.5386812,TP
2683,0.5964671,TP
2684,0.7028176,TP
2685,0.34436733,FN
2686,0.30073318,TN
2687,0.21781766,TN
2688,0.572976,FP
2689,0.2563268,TN
2690,0.22695932,TN
2691,0.8939159,TP
2692,0.42392373,TN
2693,0.17984785,TN
2694,0.39563224,TN
2695,0.77208793,TP
2696,0.6199554,FP
2697,0.82566553,TP
2698,0.5821252,FP
2699,0.23778678,TN
2700,0.43622106,TN
2701,0.35664457,TN
2702,0.444733,TN
2703,0.59326476,TP
2704,0.54148567,TP
2705,0.27937204,FN
2706,0.65496254,TP
2707,0.22383803,TN
2708,0.15761878,TN
2709,0.3782129,TN
2710,0.32178795,TN
2711,0.7744671,FP
2712,0.63467544,TP
2713,0.3113857,TN
2714,0.46835944,TN
2715,0.3441491,TN
2716,0.40234387,TN
2717,0.043765195,TN
2718,0.093886904,TN
2719,0.19853799,TN
2720,0.83181345,TP
2721,0.73832995,TP
2722,0.11630449,TN
2723,0.6305749,FP
2724,0.57637304,TP
2725,0.6172749,FP
2726,0.38143396,FN
2727,0.7753109,TP
2728,0.21788396,FN
2729,0.16420408,TN
2730,0.90938586,TP
2731,0.6268165,TP
2732,0.5179032,TP
2733,0.20941176,TN
2734,0.85320646,TP
2735,0.6969877,TP
2736,0.15951858,TN
2737,0.59963804,TP
2738,0.69509286,TP
2739,0.67120826,FP
2740,0.63920504,TP
2741,0.58294016,TP
2742,0.8347722,TP
2743,0.513336,TP
2744,0.22058862,TN
2745,0.5281534,TP
2746,0.20135115,TN
2747,0.18224296,TN
2748,0.5010095,FP
2749,0.8368368,FP
2750,0.8382545,TP
2751,0.86597615,TP
2752,0.8795351,TP
2753,0.31766543,FN
2754,0.20080955,TN
2755,0.7490935,TP
2756,0.5549233,TP
2757,0.34407863,FN
2758,0.85467553,TP
2759,0.55311614,TP
2760,0.80539286,TP
2761,0.15182346,TN
2762,0.6685079,TP
2763,0.6686845,TP
2764,0.7781378,TP
2765,0.33539018,TN
2766,0.5104602,FP
2767,0.7259401,TP
2768,0.5137146,FP
2769,0.23749188,TN
2770,0.22819431,TN
2771,0.7483783,FP
2772,0.5792134,FP
2773,0.4616878,FN
2774,0.6432793,TP
2775,0.931018,TP
2776,0.8034252,TP
2777,0.62859744,TP
2778,0.4333969,TN
2779,0.6906408,FP
2780,0.83473057,TP
2781,0.6644155,TP
2782,0.1116283,TN
2783,0.6371485,TP
2784,0.8295185,TP
2785,0.21680498,TN
2786,0.47880778,TN
2787,0.247347,FN
2788,0.7143147,FP
2789,0.67160356,FP
2790,0.8266763,TP
2791,0.22776285,TN
2792,0.63951236,FP
2793,0.67821795,FP
2794,0.22287959,TN
2795,0.40445402,FN
2796,0.076166525,FN
2797,0.6106492,TP
2798,0.7694407,TP
2799,0.5726318,FP
2800,0.21406649,TN
2801,0.7064204,FP
2802,0.8718052,FP
2803,0.8724871,FP
2804,0.37638667,TN
2805,0.9104447,TP
2806,0.5769551,FP
2807,0.34528494,FN
2808,0.567713,TP
2809,0.8580435,TP
2810,0.52662504,TP
2811,0.59970045,TP
2812,0.70046926,TP
2813,0.1778048,FN
2814,0.598877,TP
2815,0.6901264,TP
2816,0.6312584,FP
2817,0.8651529,TP
2818,0.62219507,FP
2819,0.5486482,FP
2820,0.2335305,TN
2821,0.87942857,TP
2822,0.27463412,TN
2823,0.79482985,TP
2824,0.35749948,TN
2825,0.26366544,FN
2826,0.4985181,TN
2827,0.16624942,TN
2828,0.6721003,TP
2829,0.67455685,TP
2830,0.552896,TP
2831,0.67299914,TP
2832,0.40026763,TN
2833,0.7708803,TP
2834,0.7202967,TP
2835,0.7530804,TP
2836,0.56552577,FP
2837,0.5316201,TP
2838,0.7953732,FP
2839,0.29616013,FN
2840,0.79703754,FP
2841,0.83337915,TP
2842,0.42991498,FN
2843,0.81028765,TP
2844,0.75179064,TP
2845,0.8666141,TP
2846,0.51797634,FP
2847,0.47601125,FN
2848,0.38666338,FN
2849,0.83358306,TP
2850,0.6515718,TP
2851,0.47605613,TN
2852,0.7243495,FP
2853,0.7449728,TP
2854,0.1496016,TN
2855,0.7460581,FP
2856,0.7912854,FP
2857,0.7047755,FP
2858,0.5036906,TP
2859,0.7704879,FP
2860,0.73226446,TP
2861,0.7537994,TP
2862,0.5254883,TP
2863,0.67176116,FP
2864,0.6368128,TP
2865,0.71433413,TP
2866,0.6921456,TP
2867,0.49951077,FN
2868,0.9082753,TP
2869,0.83277446,TP
2870,0.5142945,TP
2871,0.45435902,TN
2872,0.1645558,FN
2873,0.7945605,TP
2874,0.75376683,FP
2875,0.68393815,TP
2876,0.54148734,TP
2877,0.5660598,TP
2878,0.38276574,FN
2879,0.51465744,TP
2880,0.5683111,TP
2881,0.6926065,TP
2882,0.21092834,TN
2883,0.6118285,FP
2884,0.28973576,TN
2885,0.8758786,TP
2886,0.4219123,TN
2887,0.56106645,FP
2888,0.64060104,TP
2889,0.7475628,TP
2890,0.8291176,TP
2891,0.5459595,TP
2892,0.21368888,TN
2893,0.5563951,TP
2894,0.8022261,TP
2895,0.7339099,TP
2896,0.7736848,TP
2897,0.4311929,FN
2898,0.69754547,TP
2899,0.5761043,TP
2900,0.84522396,TP
2901,0.39645585,TN
2902,0.3053553,TN
2903,0.79822445,TP
2904,0.33442315,FN
2905,0.34888065,FN
2906,0.7471289,FP
2907,0.40083376,FN
2908,0.76991725,TP
2909,0.6605696,TP
2910,0.7860551,FP
2911,0.7167364,TP
2912,0.77836794,TP
2913,0.21637753,TN
2914,0.60011524,FP
2915,0.7660153,TP
2916,0.7145798,TP
2917,0.8083888,TP
2918,0.19882487,TN
2919,0.9082496,TP
2920,0.29886186,TN
2921,0.56320393,TP
2922,0.5168282,FP
2923,0.76325154,FP
2924,0.50543,TP
2925,0.1885087,TN
2926,0.6614825,TP
2927,0.46837994,TN
2928,0.88091534,TP
2929,0.3520305,FN
2930,0.83130836,TP
2931,0.44066113,FN
2932,0.26111782,FN
2933,0.6738502,FP
2934,0.60877526,TP
2935,0.41660714,TN
2936,0.79890484,TP
2937,0.15632693,TN
2938,0.83190674,TP
2939,0.672404,TP
2940,0.25677687,TN
2941,0.37505335,FN
2942,0.40441263,FN
2943,0.69491214,TP
2944,0.75278455,FP
2945,0.15525395,TN
2946,0.6003558,TP
2947,0.4676749,FN
2948,0.7051948,FP
2949,0.26743895,TN
2950,0.5133975,FP
2951,0.39047316,FN
2952,0.31742406,TN
2953,0.7888128,TP
2954,0.558912,TP
2955,0.4406505,FN
2956,0.6198068,FP
2957,0.71385443,TP
2958,0.81663316,TP
2959,0.7707585,TP
2960,0.3110925,TN
2961,0.7478648,TP
2962,0.5084383,TP
2963,0.6745832,FP
2964,0.414229,FN
2965,0.67542183,TP
2966,0.8604648,TP
2967,0.21996242,TN
2968,0.23503679,FN
2969,0.29433656,TN
2970,0.7753383,TP
2971,0.46588355,FN
2972,0.33408216,FN
2973,0.733118,TP
2974,0.66297156,TP
2975,0.4238047,FN
2976,0.29531398,TN
2977,0.20112707,TN
2978,0.39259768,TN
2979,0.5489142,FP
2980,0.19792596,TN
2981,0.5499264,TP
2982,0.67875344,TP
2983,0.41196716,TN
2984,0.45481196,TN
2985,0.3912213,FN
2986,0.6279271,TP
2987,0.23647256,TN
2988,0.1207299,TN
2989,0.6976535,TP
2990,0.31889054,TN
2991,0.7207031,TP
2992,0.52486706,FP
2993,0.22024937,TN
2994,0.72315633,TP
2995,0.67464876,TP
2996,0.3439438,FN
2997,0.28017047,TN
2998,0.7094193,TP
2999,0.25214517,TN
3000,0.6445618,FP
3001,0.39446688,TN
3002,0.58340496,TP
3003,0.31556347,TN
3004,0.21788624,FN
3005,0.33535078,FN
3006,0.6299199,TP
3007,0.41724113,FN
3008,0.40887663,TN
3009,0.1583456,FN
3010,0.6389928,TP
3011,0.6261622,FP
3012,0.22748585,TN
3013,0.44188362,FN
3014,0.604358,TP
3015,0.46660873,FN
3016,0.10963812,TN
3017,0.27594498,FN
3018,0.6514651,FP
3019,0.39951047,FN
3020,0.41592515,FN
3021,0.53489137,FP
3022,0.46078438,FN
3023,0.52312493,FP
3024,0.5010269,TP
3025,0.5234206,TP
3026,0.6705766,TP
3027,0.6340955,FP
3028,0.28265068,TN
3029,0.34546843,FN
3030,0.32731107,FN
3031,0.5282598,TP
3032,0.39634788,FN
3033,0.8361321,TP
3034,0.13106322,TN
3035,0.82056475,FP
3036,0.4452034,FN
3037,0.7575903,TP
3038,0.16314222,TN
3039,0.83108544,TP
3040,0.34053123,TN
3041,0.58998406,FP
3042,0.34456015,FN
3043,0.5459918,TP
3044,0.67629176,TP
3045,0.81081164,TP
3046,0.6246635,TP
3047,0.6987716,TP
3048,0.8127124,TP
3049,0.87147063,TP
3050,0.48143223,FN
3051,0.7495074,TP
3052,0.8392901,TP
3053,0.5282238,TP
3054,0.4678738,FN
3055,0.46680218,TN
3056,0.6290968,TP
3057,0.800029,TP
3058,0.4422606,TN
3059,0.7444071,TP
3060,0.46303374,TN
3061,0.23515001,TN
3062,0.25540707,TN
3063,0.6408734,TP
3064,0.77603084,FP
3065,0.7271011,TP
3066,0.53780955,FP
3067,0.27121368,FN
3068,0.1709833,TN
3069,0.27919248,TN
3070,0.51427495,FP
3071,0.5656492,TP
3072,0.34174165,FN
3073,0.43429437,FN
3074,0.62083215,TP
3075,0.8331291,TP
3076,0.49145374,TN
3077,0.86979073,TP
3078,0.8271793,TP
3079,0.37603235,FN
3080,0.63115025,TP
3081,0.76606447,TP
3082,0.48842865,TN
3083,0.4258315,FN
3084,0.81121796,TP
3085,0.3348024,TN
3086,0.7723553,TP
3087,0.7581937,FP
3088,0.89384574,TP
3089,0.37338188,TN
3090,0.38822952,FN
3091,0.7997067,TP
3092,0.8378384,TP
3093,0.78032184,TP
3094,0.6806564,TP
3095,0.8484264,TP
3096,0.26455766,TN
3097,0.726848,TP
3098,0.3090472,TN
3099,0.34076104,FN
3100,0.7878568,TP
3101,0.6431344,TP
3102,0.17910694,FN
3103,0.39945593,FN
3104,0.8962195,TP
3105,0.73186314,TP
3106,0.2743046,TN
3107,0.8540306,TP
3108,0.6520866,TP
3109,0.43011013,FN
3110,0.5133756,FP
3111,0.48482293,TN
3112,0.3249103,FN
3113,0.5617302,TP
3114,0.6967973,FP
3115,0.30923074,TN
3116,0.7580079,TP
3117,0.41691154,FN
3118,0.5180841,TP
3119,0.49067503,TN
3120,0.4531106,FN
3121,0.23834717,FN
3122,0.74097025,TP
3123,0.31063533,FN
3124,0.7129559,TP
3125,0.17120679,TN
3126,0.74654347,FP
3127,0.7985298,TP
3128,0.37449056,TN
3129,0.632961,TP
3130,0.69995517,TP
3131,0.45930153,TN
3132,0.46331668,FN
3133,0.2325034,TN
3134,0.7775428,TP
3135,0.3595621,TN
3136,0.42869684,FN
3137,0.7718256,TP
3138,0.5555216,FP
3139,0.74437433,FP
3140,0.4514667,FN
3141,0.58754724,TP
3142,0.81525904,TP
3143,0.59328187,TP
3144,0.39503106,TN
3145,0.7368459,FP
3146,0.46662,FN
3147,0.49171945,FN
3148,0.5291261,TP
3149,0.7700294,TP
3150,0.18005033,TN
3151,0.7518807,TP
3152,0.2608019,TN
3153,0.6453692,FP
3154,0.6348496,TP
3155,0.60555804,FP
3156,0.20437345,FN
3157,0.5599326,TP
3158,0.63532686,TP
3159,0.8198123,TP
3160,0.77127993,TP
3161,0.87094283,TP
3162,0.74047625,TP
3163,0.7576772,TP
3164,0.40034598,FN
3165,0.33583534,TN
3166,0.8191892,TP
3167,0.14152552,TN
3168,0.8084877,TP
3169,0.3005749,TN
3170,0.7578697,TP
3171,0.60975164,FP
3172,0.8342231,TP
3173,0.6844946,TP
3174,0.52722263,TP
3175,0.4745639,FN
3176,0.7916156,TP
3177,0.6669698,TP
3178,0.78445333,FP
3179,0.704105,TP
3180,0.85410243,TP
3181,0.45997393,TN
3182,0.4881807,TN
3183,0.71900105,TP
3184,0.5915724,TP
3185,0.59791774,TP
3186,0.6560859,TP
3187,0.5252971,FP
3188,0.52654237,FP
3189,0.5470775,TP
3190,0.89250886,FP
3191,0.3652175,FN
3192,0.5306498,TP
3193,0.65542096,TP
3194,0.2888615,TN
3195,0.83992296,TP
3196,0.69391614,TP
3197,0.118846,TN
3198,0.7969372,TP
3199,0.4220079,FN
3200,0.2936314,FN
3201,0.7704976,TP
3202,0.7075662,TP
3203,0.41549256,TN
3204,0.5566856,TP
3205,0.40634093,FN
3206,0.8360598,TP
3207,0.4837028,FN
3208,0.50118697,TP
3209,0.74943,TP
3210,0.6533249,TP
3211,0.8678413,FP
3212,0.48795533,FN
3213,0.87350863,TP
3214,0.73626506,TP
3215,0.7046957,TP
3216,0.41726094,TN
3217,0.6407674,TP
3218,0.13346884,TN
3219,0.2768737,FN
3220,0.26921302,FN
3221,0.7953338,FP
3222,0.84133077,TP
3223,0.8602047,TP
3224,0.56808954,TP
3225,0.6015718,TP
3226,0.41275963,FN
3227,0.7405008,TP
3228,0.2195801,TN
3229,0.81802785,TP
3230,0.18072511,TN
3231,0.22172259,FN
3232,0.6546772,TP
3233,0.48753685,FN
3234,0.8433866,TP
3235,0.8571053,TP
3236,0.75593936,TP
3237,0.42641574,TN
3238,0.55317014,FP
3239,0.42267022,FN
3240,0.109428436,TN
3241,0.6149445,TP
3242,0.72269404,TP
3243,0.91800135,TP
3244,0.7113945,TP
3245,0.6000594,FP
3246,0.84410113,TP
3247,0.53062534,TP
3248,0.45127603,FN
3249,0.5302847,FP
3250,0.41190007,FN
3251,0.2902576,FN
3252,0.67362386,TP
3253,0.53608954,FP
3254,0.84904283,TP
3255,0.5574334,TP
3256,0.61374223,TP
3257,0.60901386,TP
3258,0.51122123,FP
3259,0.86006165,TP
3260,0.4892064,TN
3261,0.50142705,TP
3262,0.67114633,TP
3263,0.8569148,TP
3264,0.7681132,TP
3265,0.51508963,TP
3266,0.6530691,TP
3267,0.51379955,TP
3268,0.7793263,TP
3269,0.8814087,TP
3270,0.43505785,FN
3271,0.5568695,FP
3272,0.16331488,TN
3273,0.41824096,TN
3274,0.6820595,TP
3275,0.64131284,TP
3276,0.4625299,FN
3277,0.7217101,TP
3278,0.26957187,FN
3279,0.38031396,TN
3280,0.76887107,TP
3281,0.2081505,FN
3282,0.23236425,TN
3283,0.72164017,TP
3284,0.69286233,TP
3285,0.7606827,TP
3286,0.1377349,TN
3287,0.9153765,TP
3288,0.8634772,TP
3289,0.82980365,TP
3290,0.616165,TP
3291,0.8216514,TP
3292,0.53027475,TP
3293,0.824005,TP
3294,0.8802991,TP
3295,0.83631164,TP
3296,0.6180103,TP
3297,0.7416869,TP
3298,0.44414642,TN
3299,0.4731399,FN
3300,0.7072757,TP
3301,0.6704006,TP
3302,0.88746476,TP
3303,0.8139783,TP
3304,0.7934928,TP
3305,0.7375621,FP
3306,0.4704139,FN
3307,0.77163786,TP
3308,0.69885707,TP
3309,0.47973403,FN
3310,0.786412,TP
3311,0.2208708,TN
3312,0.6934497,TP
3313,0.7190396,TP
3314,0.78928185,TP
3315,0.50102043,TP
3316,0.5522667,TP
3317,0.8248668,FP
3318,0.16166204,FN
3319,0.6108936,TP
3320,0.82516664,TP
3321,0.47413838,TN
3322,0.84739894,TP
3323,0.47965172,TN
3324,0.3128365,TN
3325,0.4072196,TN
3326,0.63914365,TP
3327,0.33706868,FN
3328,0.4867625,FN
3329,0.40577626,TN
3330,0.76242065,TP
3331,0.2810807,TN
3332,0.5337559,FP
3333,0.80257887,TP
3334,0.43558937,FN
3335,0.7327461,TP
3336,0.81448203,TP
3337,0.8324325,TP
3338,0.5603289,TP
3339,0.6046211,TP
3340,0.723534,TP
3341,0.76600677,FP
3342,0.638162,TP
3343,0.2681658,TN
3344,0.83193547,TP
3345,0.7645955,FP
3346,0.7412494,TP
3347,0.6104453,TP
3348,0.7395686,TP
3349,0.5193539,TP
3350,0.82316697,FP
3351,0.32312775,FN
3352,0.5707913,FP
3353,0.8200177,TP
3354,0.6150108,TP
3355,0.71056634,FP
3356,0.7061683,TP
3357,0.49268746,FN
3358,0.9422387,TP
3359,0.7292044,TP
3360,0.682861,TP
3361,0.84519833,TP
3362,0.6300339,TP
3363,0.5041215,FP
3364,0.79458916,TP
3365,0.023788432,TN
3366,0.7125873,TP
3367,0.66799456,TP
3368,0.73014826,FP
3369,0.25091946,FN
3370,0.82973087,TP
3371,0.68684345,TP
3372,0.7994856,TP
3373,0.4527846,FN
3374,0.37981382,TN
3375,0.7192453,TP
3376,0.7297157,TP
3377,0.10408928,TN
3378,0.8270367,TP
3379,0.32163993,FN
3380,0.8742787,TP
3381,0.40318778,TN
3382,0.3379118,FN
3383,0.3637791,FN
3384,0.64772594,FP
3385,0.2975018,TN
3386,0.7784612,TP
3387,0.58677983,TP
3388,0.43884742,FN
3389,0.34701854,TN
3390,0.49667168,FN
3391,0.50812715,TP
3392,0.78408617,TP
3393,0.5837268,FP
3394,0.7026007,TP
3395,0.5130512,TP
3396,0.8166944,TP
3397,0.7259391,TP
3398,0.8415228,TP
3399,0.5394193,TP
3400,0.42062652,FN
3401,0.8464754,FP
3402,0.6193821,TP
3403,0.5614731,TP
3404,0.59481305,FP
3405,0.62444735,TP
3406,0.7711434,TP
3407,0.604758,FP
3408,0.44684926,TN
3409,0.80941635,TP
3410,0.66467893,FP
3411,0.7667681,TP
3412,0.6354757,TP
3413,0.79272425,TP
3414,0.47757295,FN
3415,0.82023364,TP
3416,0.31413692,FN
3417,0.57001543,TP
3418,0.657284,TP
3419,0.362649,FN
3420,0.40372968,TN
3421,0.70652676,TP
3422,0.80088645,TP
3423,0.4284294,FN
3424,0.7198682,TP
3425,0.76207596,TP
3426,0.08324688,TN
3427,0.69664526,TP
3428,0.85359704,TP
3429,0.5944332,TP
3430,0.83214855,TP
3431,0.64569974,TP
3432,0.7736035,TP
3433,0.60724205,TP
3434,0.335501,FN
3435,0.5141014,FP
3436,0.8001149,TP
3437,0.633424,TP
3438,0.7065079,TP
3439,0.576549,TP
3440,0.72792965,TP
3441,0.7260526,TP
3442,0.3620568,TN
3443,0.79658353,TP
3444,0.502034,TP
3445,0.7360849,TP
3446,0.5052298,TP
3447,0.5545446,FP
3448,0.8416447,TP
3449,0.29554975,TN
3450,0.40814853,TN
3451,0.8679648,TP
3452,0.7046335,TP
3453,0.7147436,TP
3454,0.7848363,TP
3455,0.50247175,TP
3456,0.5127838,TP
3457,0.5935831,TP
3458,0.29966015,FN
3459,0.7231568,TP
3460,0.8836861,TP
3461,0.0947104,TN
3462,0.7506995,FP
3463,0.41156685,TN
3464,0.27011332,TN
3465,0.7954751,TP
3466,0.36946493,FN
3467,0.8751363,TP
3468,0.2898092,TN
3469,0.33221748,TN
3470,0.80489683,TP
3471,0.38655302,TN
3472,0.33930987,FN
3473,0.5408362,TP
3474,0.8440431,TP
3475,0.6795762,TP
3476,0.7076831,TP
3477,0.52582985,FP
3478,0.75844747,TP
3479,0.24819325,TN
3480,0.8009562,FP
3481,0.67114747,TP
3482,0.70714045,TP
3483,0.7323196,TP
3484,0.8495977,TP
3485,0.565598,TP
3486,0.42121145,TN
3487,0.81032324,TP
3488,0.7984323,TP
3489,0.62707573,TP
3490,0.8852376,TP
3491,0.6410888,TP
3492,0.5796502,TP
3493,0.73102665,TP
3494,0.8542625,TP
3495,0.79762685,TP
3496,0.7528621,TP
3497,0.62142736,TP
3498,0.70727307,TP
3499,0.73765194,TP
3500,0.87676334,TP
3501,0.5969857,TP
3502,0.7962233,TP
3503,0.73309714,TP
3504,0.70918334,FP
3505,0.7768686,TP
3506,0.83106524,TP
3507,0.84085673,TP
3508,0.76625675,TP
3509,0.7085447,TP
3510,0.29653716,TN
3511,0.6565205,TP
3512,0.28517056,TN
3513,0.88204056,TP
3514,0.86564505,TP
3515,0.43412626,FN
3516,0.7779459,TP
3517,0.48473984,FN
3518,0.6311577,TP
3519,0.5872174,FP
3520,0.75539356,TP
3521,0.6074898,TP
3522,0.7507243,TP
3523,0.7595384,TP
3524,0.40580848,TN
3525,0.8526702,TP
3526,0.831686,TP
3527,0.63407254,TP
3528,0.7684016,TP
3529,0.43794826,TN
3530,0.60205626,TP
3531,0.78686714,TP
3532,0.6495556,TP
3533,0.785974,TP
3534,0.68963224,FP
3535,0.47807282,FN
3536,0.40521896,FN
3537,0.81276,TP
3538,0.6894577,TP
3539,0.7150946,TP
3540,0.759152,TP
3541,0.8853814,TP
3542,0.45787916,TN
3543,0.5764777,FP
3544,0.6107156,TP
3545,0.64105046,TP
3546,0.51591176,TP
3547,0.795226,TP
3548,0.7623004,TP
3549,0.4494678,FN
3550,0.6265864,TP
3551,0.7130008,TP
3552,0.8101149,TP
3553,0.32559443,FN
3554,0.80573183,TP
3555,0.6344603,TP
3556,0.79356956,TP
3557,0.856422,TP
3558,0.6325785,TP
3559,0.2364429,TN
3560,0.6215894,TP
3561,0.73734254,TP
3562,0.86911106,TP
3563,0.7106691,TP
3564,0.74299496,TP
3565,0.7726957,TP
3566,0.681652,FP
3567,0.4440962,FN
3568,0.6225614,TP
3569,0.36645404,TN
3570,0.8983749,TP
3571,0.6418796,FP
3572,0.69417185,FP
3573,0.8226335,TP
3574,0.5573376,TP
3575,0.69667184,FP
3576,0.71049494,TP
3577,0.72363716,TP
3578,0.6551458,FP
3579,0.6182971,TP
3580,0.8850665,TP
3581,0.82503736,TP
3582,0.8067454,TP
3583,0.4164015,TN
3584,0.3352204,FN
3585,0.681705,TP
3586,0.8671852,TP
3587,0.79064786,TP
3588,0.8477851,TP
3589,0.6914819,TP
3590,0.8354788,TP
3591,0.58808094,FP
3592,0.86102283,TP
3593,0.3567517,FN
3594,0.80970836,TP
3595,0.408312,FN
3596,0.64536846,TP
3597,0.49756786,FN
3598,0.90879387,TP
3599,0.83742017,TP
3600,0.67086643,TP
3601,0.9000856,TP
3602,0.42287275,TN
3603,0.421695,FN
3604,0.7775277,TP
3605,0.22401023,TN
3606,0.7345458,TP
3607,0.84668875,TP
3608,0.6189777,TP
3609,0.8630851,TP
3610,0.47197744,FN
3611,0.8472753,TP
3612,0.3699033,TN
3613,0.8857268,TP
3614,0.625901,TP
3615,0.77235824,TP
3616,0.42997468,FN
3617,0.8030414,TP
3618,0.8449661,TP
3619,0.40583375,FN
3620,0.8406144,TP
3621,0.85898864,TP
3622,0.30935425,TN
3623,0.83607036,TP
3624,0.77529407,TP
3625,0.7792809,TP
3626,0.67465276,TP
3627,0.51267236,TP
3628,0.4995854,TN
3629,0.88430345,FP
3630,0.59852284,TP
3631,0.78915733,FP
3632,0.5492053,TP
3633,0.5435191,FP
3634,0.38012096,FN
3635,0.80484396,TP
3636,0.8403654,TP
3637,0.6675612,FP
3638,0.41554308,TN
3639,0.5752358,TP
3640,0.8855265,TP
3641,0.21036501,TN
3642,0.7136057,FP
3643,0.25788122,TN
3644,0.43967167,TN
3645,0.81125915,FP
3646,0.170641,TN
3647,0.1509019,TN
3648,0.5828812,TP
3649,0.3226385,TN
3650,0.5890998,FP
3651,0.598691,FP
3652,0.49485576,TN
3653,0.30030882,TN
3654,0.25970915,TN
3655,0.51436055,FP
3656,0.3534923,TN
3657,0.6560801,FP
3658,0.34754756,TN
3659,0.7241105,FP
3660,0.5641733,FP
3661,0.33311155,TN
3662,0.75523627,FP
3663,0.73971134,FP
3664,0.59398544,FP
3665,0.3887555,TN
3666,0.8060681,FP
3667,0.49837866,TN
3668,0.13481165,TN
3669,0.671452,FP
3670,0.5215253,FP
3671,0.369582,TN
3672,0.10876314,TN
3673,0.26524127,TN
3674,0.49364284,TN
3675,0.19357474,TN
